1,612,485,7,6,1,-1,-1,-1,0
2,612,485,7,6,1,-1,-1,-1,0
3,612,485,7,6,1,-1,-1,-1,0
4,612,485,7,6,1,-1,-1,-1,0
5,612,485,7,6,1,-1,-1,-1,0
6,612,485,7,6,1,-1,-1,-1,0
7,612,485,7,6,1,-1,-1,-1,0
8,612,485,7,6,1,-1,-1,-1,0
9,612,485,7,6,1,-1,-1,-1,0
10,612,485,7,6,1,-1,-1,-1,0
11,612,485,7,6,1,-1,-1,-1,0
12,612,485,7,6,1,-1,-1,-1,0
13,612,485,7,6,1,-1,-1,-1,0
14,612,485,7,6,1,-1,-1,-1,0
15,612,485,7,6,1,-1,-1,-1,0
16,612,485,7,6,1,-1,-1,-1,0
17,612,485,7,6,1,-1,-1,-1,0
18,611,485,7,6,1,-1,-1,-1,0
19,611,485,7,6,1,-1,-1,-1,0
20,611,485,7,6,1,-1,-1,-1,0
21,611,485,7,6,1,-1,-1,-1,0
22,611,485,7,6,1,-1,-1,-1,0
23,611,485,7,6,1,-1,-1,-1,0
24,611,485,7,6,1,-1,-1,-1,0
25,611,485,7,6,1,-1,-1,-1,0
26,611,485,7,6,1,-1,-1,-1,0
27,611,485,7,6,1,-1,-1,-1,0
28,611,485,7,6,1,-1,-1,-1,0
29,611,485,7,6,1,-1,-1,-1,0
30,611,485,7,6,1,-1,-1,-1,0
31,611,485,7,6,1,-1,-1,-1,0
32,611,485,7,6,1,-1,-1,-1,0
33,611,485,7,6,1,-1,-1,-1,0
34,611,485,7,6,1,-1,-1,-1,0
35,611,485,7,6,1,-1,-1,-1,0
36,611,485,7,6,1,-1,-1,-1,0
37,611,485,7,6,1,-1,-1,-1,0
38,611,485,7,6,1,-1,-1,-1,0
39,611,485,7,6,1,-1,-1,-1,0
40,611,485,7,6,1,-1,-1,-1,0
41,611,485,7,6,1,-1,-1,-1,0
42,611,485,7,6,1,-1,-1,-1,0
43,611,485,7,6,1,-1,-1,-1,0
44,610,485,7,6,1,-1,-1,-1,0
45,610,485,7,6,1,-1,-1,-1,0
46,610,485,7,6,1,-1,-1,-1,0
47,610,485,7,6,1,-1,-1,-1,0
48,610,486,7,6,1,-1,-1,-1,0
49,610,486,7,6,1,-1,-1,-1,0
50,610,486,7,6,1,-1,-1,-1,0
51,610,486,7,6,1,-1,-1,-1,0
52,609,486,7,6,1,-1,-1,-1,0
53,609,486,7,6,1,-1,-1,-1,0
54,609,486,7,6,1,-1,-1,-1,0
55,609,486,7,6,1,-1,-1,-1,0
56,609,486,7,6,1,-1,-1,-1,0
57,609,486,7,6,1,-1,-1,-1,0
58,609,486,7,6,1,-1,-1,-1,0
59,609,486,7,6,1,-1,-1,-1,0
60,609,486,7,6,1,-1,-1,-1,0
61,609,486,7,6,1,-1,-1,-1,0
62,609,486,7,6,1,-1,-1,-1,0
63,609,486,7,6,1,-1,-1,-1,0
64,609,486,7,6,1,-1,-1,-1,0
65,608,486,7,6,1,-1,-1,-1,0
66,608,486,7,6,1,-1,-1,-1,0
67,608,486,7,6,1,-1,-1,-1,0
68,608,486,7,6,1,-1,-1,-1,0
69,608,486,7,6,1,-1,-1,-1,0
70,608,486,7,6,1,-1,-1,-1,0
71,608,486,7,6,1,-1,-1,-1,0
72,608,486,7,6,1,-1,-1,-1,0
73,608,486,7,6,1,-1,-1,-1,0
74,608,486,7,6,1,-1,-1,-1,0
75,608,486,7,6,1,-1,-1,-1,0
76,608,486,7,6,1,-1,-1,-1,0
77,608,486,7,6,1,-1,-1,-1,0
78,608,486,7,6,1,-1,-1,-1,0
79,608,486,7,6,1,-1,-1,-1,0
80,608,486,7,6,1,-1,-1,-1,0
81,608,486,7,6,1,-1,-1,-1,0
82,608,486,7,6,1,-1,-1,-1,0
83,608,486,7,6,1,-1,-1,-1,0
84,608,486,7,6,1,-1,-1,-1,0
85,608,486,7,6,1,-1,-1,-1,0
86,608,486,7,6,1,-1,-1,-1,0
87,608,486,7,6,1,-1,-1,-1,0
88,608,486,7,6,1,-1,-1,-1,0
89,608,486,7,6,1,-1,-1,-1,0
90,608,486,7,6,1,-1,-1,-1,0
91,608,486,7,6,1,-1,-1,-1,0
92,608,486,7,6,1,-1,-1,-1,0
93,608,486,7,6,1,-1,-1,-1,0
94,608,486,7,6,1,-1,-1,-1,0
95,608,486,7,6,1,-1,-1,-1,0
96,608,486,7,6,1,-1,-1,-1,0
