1,1397,874,15,13,1,-1,-1,-1,0
2,1397,874,15,13,1,-1,-1,-1,0
3,1396,879,15,13,1,-1,-1,-1,0
4,1395,885,15,13,1,-1,-1,-1,0
5,1395,890,15,13,1,-1,-1,-1,0
6,1394,895,15,13,1,-1,-1,-1,0
7,1394,902,15,13,1,-1,-1,-1,0
8,1389,901,15,13,1,-1,-1,-1,0
9,1383,900,15,13,1,-1,-1,-1,0
10,1377,898,15,13,1,-1,-1,-1,0
11,1370,897,15,13,1,-1,-1,-1,0
12,1364,896,15,13,1,-1,-1,-1,0
13,1355,893,15,13,1,-1,-1,-1,0
14,1353,893,15,13,1,-1,-1,-1,0
15,1350,893,15,13,1,-1,-1,-1,0
16,1346,893,15,13,1,-1,-1,-1,0
17,1342,893,15,13,1,-1,-1,-1,0
18,1339,893,15,13,1,-1,-1,-1,0
19,1333,892,15,13,1,-1,-1,-1,0
20,1332,893,15,13,1,-1,-1,-1,0
21,1329,894,15,13,1,-1,-1,-1,0
22,1327,895,15,13,1,-1,-1,-1,0
23,1324,896,15,13,1,-1,-1,-1,0
24,1322,897,15,13,1,-1,-1,-1,0
25,1317,899,15,13,1,-1,-1,-1,0
26,1317,900,15,13,1,-1,-1,-1,0
27,1316,901,15,13,1,-1,-1,-1,0
28,1315,902,15,13,1,-1,-1,-1,0
29,1313,904,15,13,1,-1,-1,-1,0
30,1312,905,15,13,1,-1,-1,-1,0
31,1311,906,15,13,1,-1,-1,-1,0
32,1309,908,15,13,1,-1,-1,-1,0
33,1308,909,15,13,1,-1,-1,-1,0
34,1307,910,15,13,1,-1,-1,-1,0
35,1305,911,15,13,1,-1,-1,-1,0
36,1304,911,15,13,1,-1,-1,-1,0
37,1303,912,15,13,1,-1,-1,-1,0
38,1301,914,15,13,1,-1,-1,-1,0
39,1299,914,15,14,1,-1,-1,-1,0
40,1295,913,15,14,1,-1,-1,-1,0
41,1291,913,15,14,1,-1,-1,-1,0
42,1287,913,15,14,1,-1,-1,-1,0
43,1283,912,15,15,1,-1,-1,-1,0
44,1277,912,15,15,1,-1,-1,-1,0
45,1276,912,15,15,1,-1,-1,-1,0
46,1272,911,15,15,1,-1,-1,-1,0
47,1267,911,15,15,1,-1,-1,-1,0
48,1263,910,15,15,1,-1,-1,-1,0
49,1259,910,15,15,1,-1,-1,-1,0
50,1251,909,15,15,1,-1,-1,-1,0
51,1251,909,15,15,1,-1,-1,-1,0
52,1246,909,15,15,1,-1,-1,-1,0
53,1242,908,15,15,1,-1,-1,-1,0
54,1238,908,15,15,1,-1,-1,-1,0
55,1233,907,15,15,1,-1,-1,-1,0
56,1229,907,15,15,1,-1,-1,-1,0
57,1224,906,15,15,1,-1,-1,-1,0
58,1221,906,15,15,1,-1,-1,-1,0
59,1218,905,15,15,1,-1,-1,-1,0
60,1215,904,15,15,1,-1,-1,-1,0
61,1211,903,15,15,1,-1,-1,-1,0
62,1209,903,15,15,1,-1,-1,-1,0
63,1205,902,15,15,1,-1,-1,-1,0
64,1203,902,15,15,1,-1,-1,-1,0
65,1200,901,15,15,1,-1,-1,-1,0
66,1197,901,15,15,1,-1,-1,-1,0
67,1194,901,15,15,1,-1,-1,-1,0
68,1190,901,15,15,1,-1,-1,-1,0
69,1185,900,15,15,1,-1,-1,-1,0
70,1185,900,15,15,1,-1,-1,-1,0
71,1184,900,15,15,1,-1,-1,-1,0
72,1183,900,15,15,1,-1,-1,-1,0
73,1182,900,15,15,1,-1,-1,-1,0
74,1181,901,15,15,1,-1,-1,-1,0
75,1180,901,15,15,1,-1,-1,-1,0
76,1179,901,15,15,1,-1,-1,-1,0
77,1183,900,15,15,1,-1,-1,-1,0
78,1188,900,15,15,1,-1,-1,-1,0
79,1193,900,15,15,1,-1,-1,-1,0
80,1198,900,15,15,1,-1,-1,-1,0
81,1203,900,15,15,1,-1,-1,-1,0
82,1209,899,15,15,1,-1,-1,-1,0
83,1213,899,15,15,1,-1,-1,-1,0
84,1220,899,15,15,1,-1,-1,-1,0
85,1226,898,15,15,1,-1,-1,-1,0
86,1232,898,15,15,1,-1,-1,-1,0
87,1238,898,15,15,1,-1,-1,-1,0
88,1247,897,15,15,1,-1,-1,-1,0
89,1248,897,15,15,1,-1,-1,-1,0
90,1249,896,15,15,1,-1,-1,-1,0
91,1250,896,15,15,1,-1,-1,-1,0
92,1252,895,14,15,1,-1,-1,-1,0
93,1253,895,14,15,1,-1,-1,-1,0
94,1255,894,14,15,1,-1,-1,-1,0
95,1254,893,14,15,1,-1,-1,-1,0
96,1252,892,14,15,1,-1,-1,-1,0
97,1250,891,14,15,1,-1,-1,-1,0
98,1247,890,14,15,1,-1,-1,-1,0
99,1245,889,14,15,1,-1,-1,-1,0
